date,open,,high,,low,,close,
2019-02-20 07.00.00.000,1.13375,133750,1.13398,133980,1.13326,133260,1.13335,133350
2019-02-20 08.00.00.000,1.13334,133340,1.13456,134560,1.13314,133140,1.13434,134340
2019-02-20 09.00.00.000,1.13433,134330,1.1353,135300,1.13368,133680,1.13447,134470
2019-02-20 10.00.00.000,1.13446,134460,1.13582,135820,1.13413,134130,1.13467,134670
2019-02-20 11.00.00.000,1.13464,134640,1.13471,134710,1.1337,133700,1.13422,134220
2019-02-20 12.00.00.000,1.13421,134210,1.13421,134210,1.133,133000,1.13354,133540
2019-02-20 13.00.00.000,1.13351,133510,1.1346,134600,1.13248,132480,1.13396,133960
2019-02-20 14.00.00.000,1.13397,133970,1.13455,134550,1.13314,133140,1.13365,133650
2019-02-20 15.00.00.000,1.1337,133700,1.13408,134080,1.13299,132990,1.13382,133820
2019-02-20 16.00.00.000,1.13383,133830,1.13502,135020,1.13356,133560,1.13489,134890
2019-02-20 17.00.00.000,1.13491,134910,1.13693,136930,1.13478,134780,1.13681,136810
2019-02-20 18.00.00.000,1.1368,136800,1.13702,137020,1.13603,136030,1.13657,136570
2019-02-20 19.00.00.000,1.1366,136600,1.1371,137100,1.13621,136210,1.13625,136250
2019-02-20 20.00.00.000,1.13628,136280,1.13665,136650,1.13349,133490,1.13509,135090
2019-02-20 21.00.00.000,1.1351,135100,1.13511,135110,1.13399,133990,1.13399,133990
2019-02-20 22.00.00.000,1.13397,133970,1.13409,134090,1.13358,133580,1.1337,133700
2019-02-20 23.00.00.000,1.13373,133730,1.13459,134590,1.13372,133720,1.13448,134480
2019-02-21 00.00.00.000,1.13449,134490,1.13467,134670,1.13432,134320,1.1346,134600
2019-02-21 01.00.00.000,1.13463,134630,1.13479,134790,1.13406,134060,1.13425,134250
2019-02-21 02.00.00.000,1.13426,134260,1.13439,134390,1.13324,133240,1.13342,133420
2019-02-21 03.00.00.000,1.13344,133440,1.13403,134030,1.13344,133440,1.13381,133810
2019-02-21 04.00.00.000,1.1338,133800,1.135,135000,1.13371,133710,1.1348,134800
2019-02-21 05.00.00.000,1.13478,134780,1.13515,135150,1.1347,134700,1.13496,134960
2019-02-21 06.00.00.000,1.13497,134970,1.13526,135260,1.13355,133550,1.1336,133600
2019-02-21 07.00.00.000,1.13361,133610,1.13361,133610,1.13252,132520,1.13301,133010
2019-02-21 08.00.00.000,1.13302,133020,1.13395,133950,1.13205,132050,1.13346,133460
2019-02-21 09.00.00.000,1.13345,133450,1.1363,136300,1.13343,133430,1.13557,135570
2019-02-21 10.00.00.000,1.13558,135580,1.13558,135580,1.13221,132210,1.13273,132730
2019-02-21 11.00.00.000,1.13272,132720,1.13446,134460,1.13234,132340,1.13442,134420
2019-02-21 12.00.00.000,1.13443,134430,1.135,135000,1.13382,133820,1.13498,134980
2019-02-21 13.00.00.000,1.13499,134990,1.13566,135660,1.1349,134900,1.13514,135140
2019-02-21 14.00.00.000,1.13515,135150,1.13662,136620,1.13486,134860,1.13621,136210
2019-02-21 15.00.00.000,1.13625,136250,1.13656,136560,1.13385,133850,1.13428,134280
2019-02-21 16.00.00.000,1.1343,134300,1.13519,135190,1.13399,133990,1.13472,134720
2019-02-21 17.00.00.000,1.13473,134730,1.13477,134770,1.13306,133060,1.13381,133810
2019-02-21 18.00.00.000,1.1338,133800,1.13381,133810,1.13229,132290,1.13302,133020
2019-02-21 19.00.00.000,1.13303,133030,1.13323,133230,1.13268,132680,1.13295,132950
2019-02-21 20.00.00.000,1.13293,132930,1.13367,133670,1.1327,132700,1.13361,133610
2019-02-21 21.00.00.000,1.13362,133620,1.13406,134060,1.13329,133290,1.13383,133830
2019-02-21 22.00.00.000,1.13379,133790,1.13397,133970,1.13316,133160,1.13322,133220
2019-02-21 23.00.00.000,1.13302,133020,1.13374,133740,1.133,133000,1.1336,133600
2019-02-22 00.00.00.000,1.13359,133590,1.134,134000,1.13345,133450,1.13395,133950
2019-02-22 01.00.00.000,1.13393,133930,1.13415,134150,1.1338,133800,1.1339,133900
2019-02-22 02.00.00.000,1.13391,133910,1.13401,134010,1.13322,133220,1.13373,133730
2019-02-22 03.00.00.000,1.13376,133760,1.13402,134020,1.13366,133660,1.13392,133920
2019-02-22 04.00.00.000,1.13391,133910,1.13396,133960,1.13318,133180,1.13387,133870
2019-02-22 05.00.00.000,1.13385,133850,1.13385,133850,1.13324,133240,1.1336,133600
2019-02-22 06.00.00.000,1.13359,133590,1.13385,133850,1.13326,133260,1.1338,133800
2019-02-22 07.00.00.000,1.13379,133790,1.13445,134450,1.13359,133590,1.13431,134310
2019-02-22 08.00.00.000,1.1343,134300,1.1349,134900,1.13412,134120,1.13462,134620
2019-02-22 09.00.00.000,1.13461,134610,1.13514,135140,1.13416,134160,1.1348,134800
2019-02-22 10.00.00.000,1.13479,134790,1.13487,134870,1.13379,133790,1.13395,133950
2019-02-22 11.00.00.000,1.13394,133940,1.13418,134180,1.13348,133480,1.13415,134150
2019-02-22 12.00.00.000,1.13417,134170,1.13446,134460,1.1335,133500,1.13383,133830
2019-02-22 13.00.00.000,1.13382,133820,1.13385,133850,1.13254,132540,1.13267,132670
2019-02-22 14.00.00.000,1.13268,132680,1.13385,133850,1.1316,131600,1.13361,133610
2019-02-22 15.00.00.000,1.1336,133600,1.13432,134320,1.13278,132780,1.13342,133420
2019-02-22 16.00.00.000,1.13343,133430,1.13554,135540,1.13341,133410,1.13396,133960
2019-02-22 17.00.00.000,1.13395,133950,1.13448,134480,1.13349,133490,1.13403,134030
2019-02-22 18.00.00.000,1.13404,134040,1.13549,135490,1.13278,132780,1.13452,134520
2019-02-22 19.00.00.000,1.13453,134530,1.13482,134820,1.13424,134240,1.13433,134330
2019-02-22 20.00.00.000,1.13434,134340,1.13439,134390,1.1335,133500,1.1337,133700
2019-02-22 21.00.00.000,1.13371,133710,1.13381,133810,1.13318,133180,1.13319,133190
2019-02-24 22.00.00.000,1.1332,133200,1.13332,133320,1.13295,132950,1.13303,133030
2019-02-24 23.00.00.000,1.13284,132840,1.13374,133740,1.13283,132830,1.13358,133580
2019-02-25 00.00.00.000,1.13361,133610,1.1342,134200,1.13346,133460,1.1342,134200
2019-02-25 01.00.00.000,1.13421,134210,1.1348,134800,1.13379,133790,1.13476,134760
2019-02-25 02.00.00.000,1.13475,134750,1.13491,134910,1.13431,134310,1.13444,134440
2019-02-25 03.00.00.000,1.13442,134420,1.13451,134510,1.1337,133700,1.13399,133990
2019-02-25 04.00.00.000,1.13398,133980,1.13439,134390,1.13378,133780,1.13436,134360
2019-02-25 05.00.00.000,1.13435,134350,1.13435,134350,1.13396,133960,1.13397,133970
2019-02-25 06.00.00.000,1.13396,133960,1.13431,134310,1.13387,133870,1.13425,134250
2019-02-25 07.00.00.000,1.13426,134260,1.13498,134980,1.13422,134220,1.13482,134820
2019-02-25 08.00.00.000,1.13481,134810,1.13586,135860,1.13481,134810,1.13564,135640
2019-02-25 09.00.00.000,1.13561,135610,1.13569,135690,1.13415,134150,1.13445,134450
2019-02-25 10.00.00.000,1.13443,134430,1.13525,135250,1.13435,134350,1.13492,134920
2019-02-25 11.00.00.000,1.13489,134890,1.13672,136720,1.13484,134840,1.13638,136380
2019-02-25 12.00.00.000,1.13639,136390,1.13673,136730,1.13607,136070,1.13647,136470
2019-02-25 13.00.00.000,1.13646,136460,1.13647,136470,1.13544,135440,1.1357,135700
2019-02-25 14.00.00.000,1.13571,135710,1.13594,135940,1.13482,134820,1.13544,135440
2019-02-25 15.00.00.000,1.13545,135450,1.13607,136070,1.13502,135020,1.13519,135190
2019-02-25 16.00.00.000,1.1352,135200,1.13586,135860,1.134,134000,1.13462,134620
2019-02-25 17.00.00.000,1.13463,134630,1.13544,135440,1.13434,134340,1.13445,134450
2019-02-25 18.00.00.000,1.13442,134420,1.1349,134900,1.13365,133650,1.13476,134760
2019-02-25 19.00.00.000,1.13474,134740,1.13555,135550,1.13444,134440,1.13554,135540
2019-02-25 20.00.00.000,1.13553,135530,1.13648,136480,1.13539,135390,1.13642,136420
2019-02-25 21.00.00.000,1.13646,136460,1.13672,136720,1.13611,136110,1.13612,136120
2019-02-25 22.00.00.000,1.13613,136130,1.13619,136190,1.13562,135620,1.13566,135660
2019-02-25 23.00.00.000,1.13581,135810,1.13632,136320,1.13557,135570,1.13596,135960
2019-02-26 00.00.00.000,1.13593,135930,1.13649,136490,1.13572,135720,1.13645,136450
2019-02-26 01.00.00.000,1.13641,136410,1.13651,136510,1.13605,136050,1.13612,136120
2019-02-26 02.00.00.000,1.13614,136140,1.13629,136290,1.13541,135410,1.13567,135670
2019-02-26 03.00.00.000,1.13568,135680,1.13647,136470,1.13566,135660,1.13633,136330
2019-02-26 04.00.00.000,1.13632,136320,1.13672,136720,1.13604,136040,1.13619,136190
2019-02-26 05.00.00.000,1.1362,136200,1.13642,136420,1.13582,135820,1.13582,135820
2019-02-26 06.00.00.000,1.13583,135830,1.13617,136170,1.13557,135570,1.13588,135880
2019-02-26 07.00.00.000,1.1359,135900,1.13592,135920,1.13493,134930,1.13496,134960
2019-02-26 08.00.00.000,1.13494,134940,1.13584,135840,1.13477,134770,1.13496,134960
2019-02-26 09.00.00.000,1.13497,134970,1.13588,135880,1.13455,134550,1.13548,135480
2019-02-26 10.00.00.000,1.13546,135460,1.13677,136770,1.13546,135460,1.13672,136720
2019-02-26 11.00.00.000,1.13671,136710,1.13715,137150,1.1362,136200,1.13631,136310
2019-02-26 12.00.00.000,1.13635,136350,1.13647,136470,1.13545,135450,1.13641,136410
2019-02-26 13.00.00.000,1.13639,136390,1.13677,136770,1.13609,136090,1.13639,136390
2019-02-26 14.00.00.000,1.1364,136400,1.13751,137510,1.13546,135460,1.13722,137220
2019-02-26 15.00.00.000,1.13723,137230,1.13723,137230,1.13583,135830,1.13601,136010
2019-02-26 16.00.00.000,1.13603,136030,1.13619,136190,1.1345,134500,1.13587,135870
2019-02-26 17.00.00.000,1.13586,135860,1.138,138000,1.13541,135410,1.1373,137300
2019-02-26 18.00.00.000,1.13727,137270,1.13798,137980,1.13683,136830,1.13796,137960
2019-02-26 19.00.00.000,1.13795,137950,1.13807,138070,1.1372,137200,1.13801,138010
2019-02-26 20.00.00.000,1.13802,138020,1.14024,140240,1.13798,137980,1.13961,139610
2019-02-26 21.00.00.000,1.13962,139620,1.13965,139650,1.13905,139050,1.13917,139170
2019-02-26 22.00.00.000,1.13914,139140,1.13915,139150,1.13883,138830,1.13883,138830
2019-02-26 23.00.00.000,1.13886,138860,1.13931,139310,1.13865,138650,1.13927,139270
2019-02-27 00.00.00.000,1.13924,139240,1.1394,139400,1.13905,139050,1.13928,139280
2019-02-27 01.00.00.000,1.13929,139290,1.13956,139560,1.13879,138790,1.13906,139060
2019-02-27 02.00.00.000,1.13905,139050,1.13928,139280,1.13817,138170,1.13853,138530
2019-02-27 03.00.00.000,1.13854,138540,1.1387,138700,1.13811,138110,1.13815,138150
2019-02-27 04.00.00.000,1.13816,138160,1.13819,138190,1.13773,137730,1.13793,137930
2019-02-27 05.00.00.000,1.13789,137890,1.13803,138030,1.13764,137640,1.13766,137660
2019-02-27 06.00.00.000,1.13765,137650,1.13806,138060,1.1375,137500,1.13778,137780
2019-02-27 07.00.00.000,1.13777,137770,1.13784,137840,1.13724,137240,1.1375,137500
2019-02-27 08.00.00.000,1.13749,137490,1.13836,138360,1.1373,137300,1.1378,137800
2019-02-27 09.00.00.000,1.13782,137820,1.13961,139610,1.13769,137690,1.13942,139420
2019-02-27 10.00.00.000,1.13941,139410,1.13974,139740,1.13872,138720,1.13948,139480
2019-02-27 11.00.00.000,1.13947,139470,1.13993,139930,1.13911,139110,1.13944,139440
2019-02-27 12.00.00.000,1.13946,139460,1.14034,140340,1.13931,139310,1.13966,139660
2019-02-27 13.00.00.000,1.13967,139670,1.13969,139690,1.13817,138170,1.13831,138310
2019-02-27 14.00.00.000,1.13836,138360,1.13932,139320,1.13799,137990,1.13845,138450
2019-02-27 15.00.00.000,1.13846,138460,1.13917,139170,1.13784,137840,1.1382,138200
2019-02-27 16.00.00.000,1.13819,138190,1.13949,139490,1.13684,136840,1.13813,138130
2019-02-27 17.00.00.000,1.13812,138120,1.13868,138680,1.13622,136220,1.13688,136880
2019-02-27 18.00.00.000,1.13689,136890,1.13705,137050,1.13629,136290,1.13688,136880
2019-02-27 19.00.00.000,1.13685,136850,1.13768,137680,1.13685,136850,1.13754,137540
2019-02-27 20.00.00.000,1.13753,137530,1.13756,137560,1.13668,136680,1.13693,136930
2019-02-27 21.00.00.000,1.13692,136920,1.13715,137150,1.13678,136780,1.13709,137090
2019-02-27 22.00.00.000,1.13708,137080,1.13736,137360,1.13686,136860,1.13692,136920
2019-02-27 23.00.00.000,1.13664,136640,1.13731,137310,1.13661,136610,1.1372,137200
2019-02-28 00.00.00.000,1.13719,137190,1.13798,137980,1.13717,137170,1.13795,137950
2019-02-28 01.00.00.000,1.13788,137880,1.13799,137990,1.13745,137450,1.13748,137480
2019-02-28 02.00.00.000,1.13747,137470,1.13775,137750,1.137,137000,1.13771,137710
2019-02-28 03.00.00.000,1.1377,137700,1.13795,137950,1.13765,137650,1.13775,137750
2019-02-28 04.00.00.000,1.13774,137740,1.13796,137960,1.13769,137690,1.13775,137750
2019-02-28 05.00.00.000,1.13774,137740,1.13784,137840,1.13743,137430,1.13765,137650
2019-02-28 06.00.00.000,1.13766,137660,1.1377,137700,1.13739,137390,1.13756,137560
2019-02-28 07.00.00.000,1.13755,137550,1.13762,137620,1.13699,136990,1.13718,137180
2019-02-28 08.00.00.000,1.13715,137150,1.13836,138360,1.1367,136700,1.13816,138160
2019-02-28 09.00.00.000,1.13812,138120,1.13907,139070,1.13804,138040,1.13824,138240
2019-02-28 10.00.00.000,1.13823,138230,1.13934,139340,1.1382,138200,1.1391,139100
2019-02-28 11.00.00.000,1.13912,139120,1.14075,140750,1.13895,138950,1.14013,140130
2019-02-28 12.00.00.000,1.14012,140120,1.14194,141940,1.14012,140120,1.14168,141680
2019-02-28 13.00.00.000,1.14167,141670,1.14187,141870,1.14082,140820,1.141,141000
2019-02-28 14.00.00.000,1.14102,141020,1.14176,141760,1.13819,138190,1.13861,138610
2019-02-28 15.00.00.000,1.13862,138620,1.13948,139480,1.13796,137960,1.13831,138310
2019-02-28 16.00.00.000,1.1383,138300,1.13881,138810,1.13592,135920,1.13867,138670
2019-02-28 17.00.00.000,1.1387,138700,1.13959,139590,1.13779,137790,1.13783,137830
2019-02-28 18.00.00.000,1.13782,137820,1.13825,138250,1.13702,137020,1.13816,138160
2019-02-28 19.00.00.000,1.13818,138180,1.13876,138760,1.13771,137710,1.138,138000
2019-02-28 20.00.00.000,1.13799,137990,1.13831,138310,1.13761,137610,1.13776,137760
2019-02-28 21.00.00.000,1.13775,137750,1.13806,138060,1.13726,137260,1.1373,137300
2019-02-28 22.00.00.000,1.13734,137340,1.13748,137480,1.13693,136930,1.13701,137010
2019-02-28 23.00.00.000,1.137,137000,1.13733,137330,1.13687,136870,1.13707,137070
2019-03-01 00.00.00.000,1.13702,137020,1.1374,137400,1.13693,136930,1.13729,137290
2019-03-01 01.00.00.000,1.1373,137300,1.13731,137310,1.13685,136850,1.13699,136990
2019-03-01 02.00.00.000,1.13695,136950,1.1375,137500,1.13694,136940,1.13719,137190
2019-03-01 03.00.00.000,1.13718,137180,1.1372,137200,1.13638,136380,1.13693,136930
2019-03-01 04.00.00.000,1.13692,136920,1.13721,137210,1.13676,136760,1.13691,136910
2019-03-01 05.00.00.000,1.13692,136920,1.13751,137510,1.13692,136920,1.13739,137390
2019-03-01 06.00.00.000,1.1374,137400,1.13746,137460,1.13701,137010,1.13704,137040
2019-03-01 07.00.00.000,1.13703,137030,1.13738,137380,1.13613,136130,1.13618,136180
2019-03-01 08.00.00.000,1.1362,136200,1.13741,137410,1.1362,136200,1.1372,137200
2019-03-01 09.00.00.000,1.13721,137210,1.13729,137290,1.13531,135310,1.13631,136310
2019-03-01 10.00.00.000,1.13632,136320,1.13663,136630,1.13571,135710,1.13599,135990
2019-03-01 11.00.00.000,1.136,136000,1.1377,137700,1.13552,135520,1.13748,137480
2019-03-01 12.00.00.000,1.13747,137470,1.13856,138560,1.13733,137330,1.1384,138400
2019-03-01 13.00.00.000,1.13839,138390,1.13876,138760,1.13772,137720,1.13783,137830
2019-03-01 14.00.00.000,1.13782,137820,1.13848,138480,1.13751,137510,1.13816,138160
2019-03-01 15.00.00.000,1.13813,138130,1.13999,139990,1.13762,137620,1.13954,139540
2019-03-01 16.00.00.000,1.1401,140100,1.14085,140850,1.13851,138510,1.13861,138610
2019-03-01 17.00.00.000,1.13862,138620,1.13883,138830,1.1373,137300,1.13747,137470
2019-03-01 18.00.00.000,1.13748,137480,1.13769,137690,1.13645,136450,1.1365,136500
2019-03-01 19.00.00.000,1.13651,136510,1.13661,136610,1.13615,136150,1.13634,136340
2019-03-01 20.00.00.000,1.13633,136330,1.13652,136520,1.13542,135420,1.13578,135780
2019-03-01 21.00.00.000,1.13577,135770,1.13649,136490,1.13552,135520,1.13643,136430
2019-03-03 22.00.00.000,1.13645,136450,1.13681,136810,1.13616,136160,1.13644,136440
2019-03-03 23.00.00.000,1.13757,137570,1.13779,137790,1.13747,137470,1.13775,137750
2019-03-04 00.00.00.000,1.13769,137690,1.1381,138100,1.13721,137210,1.13748,137480
2019-03-04 01.00.00.000,1.13744,137440,1.13747,137470,1.13675,136750,1.13693,136930
2019-03-04 02.00.00.000,1.13691,136910,1.13698,136980,1.13666,136660,1.13685,136850
2019-03-04 03.00.00.000,1.13686,136860,1.13703,137030,1.13636,136360,1.13651,136510
2019-03-04 04.00.00.000,1.13652,136520,1.13675,136750,1.13615,136150,1.13664,136640
2019-03-04 05.00.00.000,1.13666,136660,1.13674,136740,1.13636,136360,1.13643,136430
2019-03-04 06.00.00.000,1.13644,136440,1.13661,136610,1.13615,136150,1.13622,136220
2019-03-04 07.00.00.000,1.13621,136210,1.13677,136770,1.13605,136050,1.13657,136570
2019-03-04 08.00.00.000,1.13656,136560,1.13691,136910,1.13552,135520,1.13579,135790
2019-03-04 09.00.00.000,1.13576,135760,1.13577,135770,1.1334,133400,1.13425,134250
2019-03-04 10.00.00.000,1.13426,134260,1.13467,134670,1.13369,133690,1.13427,134270
2019-03-04 11.00.00.000,1.13425,134250,1.13449,134490,1.13345,133450,1.13374,133740
2019-03-04 12.00.00.000,1.13375,133750,1.13425,134250,1.13274,132740,1.13323,133230
2019-03-04 13.00.00.000,1.13329,133290,1.13384,133840,1.13306,133060,1.13341,133410
2019-03-04 14.00.00.000,1.1334,133400,1.13454,134540,1.13319,133190,1.13426,134260
2019-03-04 15.00.00.000,1.13428,134280,1.1343,134300,1.1322,132200,1.13256,132560
2019-03-04 16.00.00.000,1.13255,132550,1.1327,132700,1.13089,130890,1.13226,132260
2019-03-04 17.00.00.000,1.13225,132250,1.13287,132870,1.13173,131730,1.13282,132820
2019-03-04 18.00.00.000,1.13281,132810,1.13352,133520,1.13276,132760,1.1332,133200
2019-03-04 19.00.00.000,1.13321,133210,1.1335,133500,1.13263,132630,1.13294,132940
2019-03-04 20.00.00.000,1.13295,132950,1.13324,133240,1.13248,132480,1.13303,133030
2019-03-04 21.00.00.000,1.13301,133010,1.13425,134250,1.13284,132840,1.13422,134220
2019-03-04 22.00.00.000,1.1342,134200,1.13428,134280,1.13395,133950,1.13401,134010
2019-03-04 23.00.00.000,1.13351,133510,1.13411,134110,1.13338,133380,1.13352,133520
2019-03-05 00.00.00.000,1.13358,133580,1.13386,133860,1.13356,133560,1.13362,133620
2019-03-05 01.00.00.000,1.13364,133640,1.13377,133770,1.13325,133250,1.1334,133400
2019-03-05 02.00.00.000,1.13341,133410,1.13354,133540,1.13324,133240,1.13333,133330
2019-03-05 03.00.00.000,1.13334,133340,1.13362,133620,1.1332,133200,1.13353,133530
2019-03-05 04.00.00.000,1.13352,133520,1.13375,133750,1.1327,132700,1.13273,132730
2019-03-05 05.00.00.000,1.13274,132740,1.13313,133130,1.13246,132460,1.13306,133060
2019-03-05 06.00.00.000,1.13302,133020,1.13305,133050,1.13273,132730,1.13286,132860
2019-03-05 07.00.00.000,1.13288,132880,1.13311,133110,1.13202,132020,1.13234,132340
2019-03-05 08.00.00.000,1.13233,132330,1.13276,132760,1.1318,131800,1.13269,132690
2019-03-05 09.00.00.000,1.13266,132660,1.1338,133800,1.13159,131590,1.13354,133540
2019-03-05 10.00.00.000,1.13352,133520,1.13371,133710,1.13251,132510,1.1327,132700
2019-03-05 11.00.00.000,1.13271,132710,1.13292,132920,1.13205,132050,1.13242,132420
2019-03-05 12.00.00.000,1.13238,132380,1.13338,133380,1.13227,132270,1.13336,133360
2019-03-05 13.00.00.000,1.13337,133370,1.13383,133830,1.13226,132260,1.13231,132310
2019-03-05 14.00.00.000,1.13241,132410,1.13311,133110,1.13225,132250,1.13306,133060
2019-03-05 15.00.00.000,1.13308,133080,1.13351,133510,1.13191,131910,1.13256,132560
2019-03-05 16.00.00.000,1.13237,132370,1.13237,132370,1.12919,129190,1.13065,130650
2019-03-05 17.00.00.000,1.13063,130630,1.13072,130720,1.1292,129200,1.12985,129850
2019-03-05 18.00.00.000,1.12984,129840,1.12997,129970,1.12895,128950,1.1297,129700
2019-03-05 19.00.00.000,1.12971,129710,1.13103,131030,1.12939,129390,1.13059,130590
2019-03-05 20.00.00.000,1.13061,130610,1.13082,130820,1.13022,130220,1.13027,130270
2019-03-05 21.00.00.000,1.13028,130280,1.13082,130820,1.13028,130280,1.13076,130760
2019-03-05 22.00.00.000,1.13074,130740,1.13083,130830,1.13046,130460,1.13072,130720
2019-03-05 23.00.00.000,1.13069,130690,1.13077,130770,1.12981,129810,1.12984,129840
2019-03-06 00.00.00.000,1.12994,129940,1.13064,130640,1.12994,129940,1.13059,130590
2019-03-06 01.00.00.000,1.1306,130600,1.1307,130700,1.12977,129770,1.13006,130060
2019-03-06 02.00.00.000,1.13005,130050,1.13032,130320,1.12981,129810,1.13027,130270
2019-03-06 03.00.00.000,1.13028,130280,1.13034,130340,1.12922,129220,1.12951,129510
2019-03-06 04.00.00.000,1.12952,129520,1.12981,129810,1.12896,128960,1.12929,129290
2019-03-06 05.00.00.000,1.12928,129280,1.12992,129920,1.12928,129280,1.12987,129870
2019-03-06 06.00.00.000,1.12986,129860,1.12999,129990,1.1294,129400,1.12977,129770
2019-03-06 07.00.00.000,1.12976,129760,1.13033,130330,1.12945,129450,1.13021,130210
2019-03-06 08.00.00.000,1.1302,130200,1.13038,130380,1.1296,129600,1.13003,130030
2019-03-06 09.00.00.000,1.13005,130050,1.131,131000,1.12991,129910,1.13067,130670
2019-03-06 10.00.00.000,1.13069,130690,1.1307,130700,1.13,130000,1.13009,130090
2019-03-06 11.00.00.000,1.13008,130080,1.1305,130500,1.12979,129790,1.13031,130310
2019-03-06 12.00.00.000,1.1303,130300,1.13062,130620,1.13013,130130,1.13016,130160
2019-03-06 13.00.00.000,1.1302,130200,1.13054,130540,1.12996,129960,1.13026,130260
2019-03-06 14.00.00.000,1.13028,130280,1.1315,131500,1.12854,128540,1.13046,130460
2019-03-06 15.00.00.000,1.13045,130450,1.13171,131710,1.13042,130420,1.13096,130960
2019-03-06 16.00.00.000,1.131,131000,1.13233,132330,1.1306,130600,1.13172,131720
2019-03-06 17.00.00.000,1.13171,131710,1.13245,132450,1.13116,131160,1.13182,131820
2019-03-06 18.00.00.000,1.13183,131830,1.13196,131960,1.13043,130430,1.1308,130800
2019-03-06 19.00.00.000,1.13075,130750,1.13114,131140,1.13061,130610,1.13071,130710
2019-03-06 20.00.00.000,1.13075,130750,1.13111,131110,1.13042,130420,1.13076,130760
2019-03-06 21.00.00.000,1.13075,130750,1.1312,131200,1.13064,130640,1.1311,131100
2019-03-06 22.00.00.000,1.13109,131090,1.13112,131120,1.1306,130600,1.1306,130600
2019-03-06 23.00.00.000,1.13076,130760,1.13095,130950,1.13068,130680,1.13077,130770
2019-03-07 00.00.00.000,1.13079,130790,1.13134,131340,1.13064,130640,1.13128,131280
2019-03-07 01.00.00.000,1.13129,131290,1.13155,131550,1.13094,130940,1.13116,131160
2019-03-07 02.00.00.000,1.13117,131170,1.13133,131330,1.13081,130810,1.13084,130840
2019-03-07 03.00.00.000,1.13082,130820,1.131,131000,1.13045,130450,1.13064,130640
2019-03-07 04.00.00.000,1.13065,130650,1.13083,130830,1.13026,130260,1.13043,130430
2019-03-07 05.00.00.000,1.13044,130440,1.13063,130630,1.13039,130390,1.1304,130400
2019-03-07 06.00.00.000,1.13039,130390,1.13064,130640,1.1303,130300,1.13063,130630
2019-03-07 07.00.00.000,1.13064,130640,1.13073,130730,1.1302,130200,1.13022,130220
2019-03-07 08.00.00.000,1.13024,130240,1.13097,130970,1.1301,130100,1.13071,130710
2019-03-07 09.00.00.000,1.13074,130740,1.13132,131320,1.13046,130460,1.13111,131110
2019-03-07 10.00.00.000,1.13112,131120,1.13137,131370,1.13076,130760,1.13092,130920
2019-03-07 11.00.00.000,1.13091,130910,1.13182,131820,1.1308,130800,1.13162,131620
2019-03-07 12.00.00.000,1.13161,131610,1.13201,132010,1.13072,130720,1.13087,130870
2019-03-07 13.00.00.000,1.13086,130860,1.13103,131030,1.12748,127480,1.12885,128850
2019-03-07 14.00.00.000,1.12884,128840,1.12884,128840,1.12538,125380,1.12602,126020
2019-03-07 15.00.00.000,1.126,126000,1.12601,126010,1.12295,122950,1.12328,123280
2019-03-07 16.00.00.000,1.12329,123290,1.1243,124300,1.12302,123020,1.12317,123170
2019-03-07 17.00.00.000,1.12324,123240,1.12336,123360,1.1206,120600,1.12135,121350
2019-03-07 18.00.00.000,1.12134,121340,1.12292,122920,1.12076,120760,1.12251,122510
2019-03-07 19.00.00.000,1.12252,122520,1.12256,122560,1.12161,121610,1.12186,121860
2019-03-07 20.00.00.000,1.12183,121830,1.12192,121920,1.1176,117600,1.11831,118310
2019-03-07 21.00.00.000,1.11833,118330,1.11874,118740,1.11785,117850,1.11814,118140
2019-03-07 22.00.00.000,1.11813,118130,1.11946,119460,1.118,118000,1.11929,119290
2019-03-07 23.00.00.000,1.11928,119280,1.11928,119280,1.11902,119020,1.11915,119150
2019-03-08 00.00.00.000,1.11913,119130,1.11985,119850,1.11913,119130,1.11979,119790
2019-03-08 01.00.00.000,1.11978,119780,1.1198,119800,1.11857,118570,1.11909,119090
2019-03-08 02.00.00.000,1.11908,119080,1.11945,119450,1.11851,118510,1.11883,118830
2019-03-08 03.00.00.000,1.1188,118800,1.12005,120050,1.11863,118630,1.11982,119820
2019-03-08 04.00.00.000,1.11983,119830,1.12006,120060,1.11937,119370,1.11968,119680
2019-03-08 05.00.00.000,1.11965,119650,1.11996,119960,1.11942,119420,1.11989,119890
2019-03-08 06.00.00.000,1.1199,119900,1.12018,120180,1.11966,119660,1.12015,120150
2019-03-08 07.00.00.000,1.12014,120140,1.1209,120900,1.12009,120090,1.12069,120690
2019-03-08 08.00.00.000,1.12074,120740,1.12114,121140,1.11972,119720,1.12096,120960
2019-03-08 09.00.00.000,1.12097,120970,1.12121,121210,1.11999,119990,1.1208,120800
2019-03-08 10.00.00.000,1.12083,120830,1.12154,121540,1.12058,120580,1.12126,121260
2019-03-08 11.00.00.000,1.12127,121270,1.12196,121960,1.12088,120880,1.1218,121800
2019-03-08 12.00.00.000,1.12181,121810,1.12205,122050,1.12136,121360,1.12148,121480
2019-03-08 13.00.00.000,1.12147,121470,1.12227,122270,1.12127,121270,1.12213,122130
2019-03-08 14.00.00.000,1.12211,122110,1.12407,124070,1.12147,121470,1.12253,122530
2019-03-08 15.00.00.000,1.12257,122570,1.12354,123540,1.1222,122200,1.12259,122590
