date,open,,high,,low,,close,
2019-02-13 02.45.00.000,1.13351,133510,1.13374,133740,1.13341,133410,1.13347,133470
2019-02-13 03.00.00.000,1.13348,133480,1.13367,133670,1.13335,133350,1.13356,133560
2019-02-13 03.15.00.000,1.13353,133530,1.13391,133910,1.13349,133490,1.13391,133910
2019-02-13 03.30.00.000,1.1339,133900,1.13412,134120,1.13371,133710,1.13371,133710
2019-02-13 03.45.00.000,1.1337,133700,1.13413,134130,1.1337,133700,1.13407,134070
2019-02-13 04.00.00.000,1.13408,134080,1.13409,134090,1.13383,133830,1.13402,134020
2019-02-13 04.15.00.000,1.13401,134010,1.13401,134010,1.13377,133770,1.13396,133960
2019-02-13 04.30.00.000,1.13395,133950,1.13397,133970,1.1338,133800,1.1339,133900
2019-02-13 04.45.00.000,1.13391,133910,1.13393,133930,1.13384,133840,1.13386,133860
2019-02-13 05.00.00.000,1.13384,133840,1.13396,133960,1.1336,133600,1.13366,133660
2019-02-13 05.15.00.000,1.13365,133650,1.13371,133710,1.13347,133470,1.13367,133670
2019-02-13 05.30.00.000,1.13366,133660,1.13389,133890,1.13356,133560,1.13359,133590
2019-02-13 05.45.00.000,1.1336,133600,1.13364,133640,1.13347,133470,1.13358,133580
2019-02-13 06.00.00.000,1.13359,133590,1.13395,133950,1.13341,133410,1.1338,133800
2019-02-13 06.15.00.000,1.13378,133780,1.13384,133840,1.13346,133460,1.13359,133590
2019-02-13 06.30.00.000,1.13361,133610,1.13369,133690,1.13346,133460,1.13361,133610
2019-02-13 06.45.00.000,1.1336,133600,1.13374,133740,1.13295,132950,1.13313,133130
2019-02-13 07.00.00.000,1.13312,133120,1.13337,133370,1.13305,133050,1.13321,133210
2019-02-13 07.15.00.000,1.13319,133190,1.13334,133340,1.13282,132820,1.13291,132910
2019-02-13 07.30.00.000,1.13289,132890,1.13299,132990,1.13245,132450,1.13276,132760
2019-02-13 07.45.00.000,1.13275,132750,1.13289,132890,1.13244,132440,1.13265,132650
2019-02-13 08.00.00.000,1.13266,132660,1.13274,132740,1.1319,131900,1.13196,131960
2019-02-13 08.15.00.000,1.13192,131920,1.132,132000,1.13128,131280,1.13138,131380
2019-02-13 08.30.00.000,1.13136,131360,1.13234,132340,1.1313,131300,1.13209,132090
2019-02-13 08.45.00.000,1.1321,132100,1.13263,132630,1.13202,132020,1.13207,132070
2019-02-13 09.00.00.000,1.1321,132100,1.13281,132810,1.13206,132060,1.13274,132740
2019-02-13 09.15.00.000,1.13277,132770,1.13342,133420,1.13258,132580,1.13318,133180
2019-02-13 09.30.00.000,1.13317,133170,1.13317,133170,1.13231,132310,1.13251,132510
2019-02-13 09.45.00.000,1.13256,132560,1.13262,132620,1.13212,132120,1.13239,132390
2019-02-13 10.00.00.000,1.13241,132410,1.13257,132570,1.13204,132040,1.13204,132040
2019-02-13 10.15.00.000,1.13207,132070,1.13207,132070,1.13148,131480,1.13182,131820
2019-02-13 10.30.00.000,1.13179,131790,1.13195,131950,1.13126,131260,1.13131,131310
2019-02-13 10.45.00.000,1.1313,131300,1.13187,131870,1.13126,131260,1.13182,131820
2019-02-13 11.00.00.000,1.1318,131800,1.13185,131850,1.13129,131290,1.13168,131680
2019-02-13 11.15.00.000,1.1317,131700,1.13212,132120,1.13146,131460,1.1315,131500
2019-02-13 11.30.00.000,1.13154,131540,1.13167,131670,1.1314,131400,1.13163,131630
2019-02-13 11.45.00.000,1.13162,131620,1.13171,131710,1.13111,131110,1.13111,131110
2019-02-13 12.00.00.000,1.13112,131120,1.13311,133110,1.13111,131110,1.13295,132950
2019-02-13 12.15.00.000,1.13291,132910,1.13294,132940,1.13231,132310,1.13241,132410
2019-02-13 12.30.00.000,1.13243,132430,1.1326,132600,1.13146,131460,1.13166,131660
2019-02-13 12.45.00.000,1.13165,131650,1.13165,131650,1.13131,131310,1.13132,131320
2019-02-13 13.00.00.000,1.13134,131340,1.13139,131390,1.13047,130470,1.13055,130550
2019-02-13 13.15.00.000,1.13057,130570,1.13071,130710,1.13032,130320,1.13045,130450
2019-02-13 13.30.00.000,1.13043,130430,1.13087,130870,1.13033,130330,1.13058,130580
2019-02-13 13.45.00.000,1.13059,130590,1.13067,130670,1.12901,129010,1.12977,129770
2019-02-13 14.00.00.000,1.12972,129720,1.13022,130220,1.12888,128880,1.12911,129110
2019-02-13 14.15.00.000,1.12912,129120,1.12932,129320,1.12807,128070,1.12861,128610
2019-02-13 14.30.00.000,1.12862,128620,1.12893,128930,1.12828,128280,1.12832,128320
2019-02-13 14.45.00.000,1.1283,128300,1.12967,129670,1.12817,128170,1.12962,129620
2019-02-13 15.00.00.000,1.1296,129600,1.12987,129870,1.12937,129370,1.12981,129810
2019-02-13 15.15.00.000,1.1298,129800,1.13038,130380,1.12954,129540,1.12972,129720
2019-02-13 15.30.00.000,1.12976,129760,1.13015,130150,1.12956,129560,1.1296,129600
2019-02-13 15.45.00.000,1.12959,129590,1.12991,129910,1.12929,129290,1.12941,129410
2019-02-13 16.00.00.000,1.1294,129400,1.1294,129400,1.12856,128560,1.12864,128640
2019-02-13 16.15.00.000,1.12865,128650,1.12904,129040,1.12846,128460,1.12885,128850
2019-02-13 16.30.00.000,1.12886,128860,1.129,129000,1.12836,128360,1.12886,128860
2019-02-13 16.45.00.000,1.12885,128850,1.12894,128940,1.12831,128310,1.12845,128450
2019-02-13 17.00.00.000,1.12846,128460,1.12899,128990,1.12838,128380,1.12875,128750
2019-02-13 17.15.00.000,1.12876,128760,1.12899,128990,1.12843,128430,1.12851,128510
2019-02-13 17.30.00.000,1.1285,128500,1.12851,128510,1.12751,127510,1.12779,127790
2019-02-13 17.45.00.000,1.1278,127800,1.12788,127880,1.12725,127250,1.12763,127630
2019-02-13 18.00.00.000,1.12762,127620,1.12782,127820,1.12746,127460,1.12761,127610
2019-02-13 18.15.00.000,1.12762,127620,1.12806,128060,1.12762,127620,1.12764,127640
2019-02-13 18.30.00.000,1.12765,127650,1.12796,127960,1.12761,127610,1.12793,127930
2019-02-13 18.45.00.000,1.12792,127920,1.12828,128280,1.12772,127720,1.12802,128020
2019-02-13 19.00.00.000,1.12801,128010,1.12802,128020,1.12777,127770,1.12792,127920
2019-02-13 19.15.00.000,1.1279,127900,1.1279,127900,1.12735,127350,1.12735,127350
2019-02-13 19.30.00.000,1.12736,127360,1.12752,127520,1.12669,126690,1.12708,127080
2019-02-13 19.45.00.000,1.12707,127070,1.12719,127190,1.12686,126860,1.12705,127050
2019-02-13 20.00.00.000,1.12704,127040,1.12722,127220,1.12691,126910,1.12702,127020
2019-02-13 20.15.00.000,1.12701,127010,1.12718,127180,1.12687,126870,1.12709,127090
2019-02-13 20.30.00.000,1.12708,127080,1.12709,127090,1.12683,126830,1.12688,126880
2019-02-13 20.45.00.000,1.12691,126910,1.12694,126940,1.12659,126590,1.12666,126660
2019-02-13 21.00.00.000,1.12665,126650,1.12673,126730,1.1264,126400,1.12662,126620
2019-02-13 21.15.00.000,1.12658,126580,1.12674,126740,1.12653,126530,1.12663,126630
2019-02-13 21.30.00.000,1.12662,126620,1.12674,126740,1.12657,126570,1.12659,126590
2019-02-13 21.45.00.000,1.12658,126580,1.12666,126660,1.12649,126490,1.12662,126620
2019-02-13 22.00.00.000,1.12659,126590,1.12662,126620,1.12601,126010,1.12608,126080
2019-02-13 22.15.00.000,1.126,126000,1.12634,126340,1.126,126000,1.12634,126340
2019-02-13 22.30.00.000,1.12635,126350,1.12659,126590,1.12621,126210,1.12634,126340
2019-02-13 22.45.00.000,1.12635,126350,1.12645,126450,1.12487,124870,1.12528,125280
2019-02-13 23.00.00.000,1.12529,125290,1.12568,125680,1.12526,125260,1.12564,125640
2019-02-13 23.15.00.000,1.12563,125630,1.12602,126020,1.12553,125530,1.12581,125810
2019-02-13 23.30.00.000,1.12582,125820,1.12601,126010,1.1257,125700,1.12585,125850
2019-02-13 23.45.00.000,1.12586,125860,1.12617,126170,1.12571,125710,1.12614,126140
2019-02-14 00.00.00.000,1.12613,126130,1.12649,126490,1.12613,126130,1.12645,126450
2019-02-14 00.15.00.000,1.12642,126420,1.12645,126450,1.12607,126070,1.12614,126140
2019-02-14 00.30.00.000,1.12613,126130,1.12638,126380,1.1261,126100,1.12618,126180
2019-02-14 00.45.00.000,1.12619,126190,1.1267,126700,1.12617,126170,1.12663,126630
2019-02-14 01.00.00.000,1.12666,126660,1.12683,126830,1.12638,126380,1.12641,126410
2019-02-14 01.15.00.000,1.1264,126400,1.12667,126670,1.12623,126230,1.12657,126570
2019-02-14 01.30.00.000,1.12656,126560,1.12664,126640,1.12639,126390,1.12664,126640
2019-02-14 01.45.00.000,1.12663,126630,1.12694,126940,1.12658,126580,1.12689,126890
2019-02-14 02.00.00.000,1.12692,126920,1.12696,126960,1.12675,126750,1.12694,126940
2019-02-14 02.15.00.000,1.12693,126930,1.12701,127010,1.12685,126850,1.12691,126910
2019-02-14 02.30.00.000,1.1269,126900,1.12719,127190,1.1269,126900,1.12705,127050
2019-02-14 02.45.00.000,1.12704,127040,1.12709,127090,1.12691,126910,1.12705,127050
2019-02-14 03.00.00.000,1.12706,127060,1.12724,127240,1.12705,127050,1.1272,127200
2019-02-14 03.15.00.000,1.12722,127220,1.12781,127810,1.12721,127210,1.12771,127710
2019-02-14 03.30.00.000,1.1277,127700,1.12781,127810,1.1276,127600,1.12777,127770
2019-02-14 03.45.00.000,1.12776,127760,1.12802,128020,1.12775,127750,1.12799,127990
2019-02-14 04.00.00.000,1.12798,127980,1.12835,128350,1.12789,127890,1.12819,128190
2019-02-14 04.15.00.000,1.12818,128180,1.12819,128190,1.12788,127880,1.12789,127890
2019-02-14 04.30.00.000,1.12788,127880,1.12799,127990,1.12766,127660,1.12773,127730
2019-02-14 04.45.00.000,1.12778,127780,1.12791,127910,1.12777,127770,1.12785,127850
2019-02-14 05.00.00.000,1.12784,127840,1.128,128000,1.12779,127790,1.12799,127990
2019-02-14 05.15.00.000,1.128,128000,1.12804,128040,1.12789,127890,1.12803,128030
2019-02-14 05.30.00.000,1.12802,128020,1.12819,128190,1.12797,127970,1.12819,128190
2019-02-14 05.45.00.000,1.12818,128180,1.12834,128340,1.12798,127980,1.1281,128100
2019-02-14 06.00.00.000,1.12812,128120,1.12816,128160,1.12787,127870,1.12798,127980
2019-02-14 06.15.00.000,1.12799,127990,1.12803,128030,1.12753,127530,1.12767,127670
2019-02-14 06.30.00.000,1.12768,127680,1.12772,127720,1.12742,127420,1.12767,127670
2019-02-14 06.45.00.000,1.12766,127660,1.1278,127800,1.12752,127520,1.12753,127530
2019-02-14 07.00.00.000,1.12754,127540,1.12799,127990,1.12752,127520,1.12774,127740
2019-02-14 07.15.00.000,1.12773,127730,1.12947,129470,1.12717,127170,1.12819,128190
2019-02-14 07.30.00.000,1.12818,128180,1.12871,128710,1.12797,127970,1.12866,128660
2019-02-14 07.45.00.000,1.12864,128640,1.12871,128710,1.12796,127960,1.12846,128460
2019-02-14 08.00.00.000,1.12845,128450,1.1286,128600,1.12814,128140,1.1286,128600
2019-02-14 08.15.00.000,1.12861,128610,1.129,129000,1.12655,126550,1.12666,126660
2019-02-14 08.30.00.000,1.12665,126650,1.12677,126770,1.12591,125910,1.12642,126420
2019-02-14 08.45.00.000,1.12641,126410,1.12642,126420,1.12498,124980,1.12552,125520
2019-02-14 09.00.00.000,1.12549,125490,1.1267,126700,1.12526,125260,1.12596,125960
2019-02-14 09.15.00.000,1.12595,125950,1.12686,126860,1.12564,125640,1.12631,126310
2019-02-14 09.30.00.000,1.1263,126300,1.12695,126950,1.12594,125940,1.12691,126910
2019-02-14 09.45.00.000,1.12693,126930,1.12697,126970,1.12653,126530,1.12686,126860
2019-02-14 10.00.00.000,1.12685,126850,1.12689,126890,1.12638,126380,1.12663,126630
2019-02-14 10.15.00.000,1.12664,126640,1.12819,128190,1.12661,126610,1.1276,127600
2019-02-14 10.30.00.000,1.12758,127580,1.12771,127710,1.12704,127040,1.12709,127090
2019-02-14 10.45.00.000,1.1271,127100,1.12726,127260,1.1268,126800,1.12714,127140
2019-02-14 11.00.00.000,1.1271,127100,1.12724,127240,1.12699,126990,1.12716,127160
2019-02-14 11.15.00.000,1.12717,127170,1.12765,127650,1.12713,127130,1.12743,127430
2019-02-14 11.30.00.000,1.12744,127440,1.12796,127960,1.12729,127290,1.12742,127420
2019-02-14 11.45.00.000,1.12743,127430,1.12757,127570,1.12698,126980,1.12723,127230
2019-02-14 12.00.00.000,1.12724,127240,1.12748,127480,1.12649,126490,1.12691,126910
2019-02-14 12.15.00.000,1.1269,126900,1.12699,126990,1.12661,126610,1.12697,126970
2019-02-14 12.30.00.000,1.127,127000,1.12767,127670,1.1268,126800,1.12692,126920
2019-02-14 12.45.00.000,1.12693,126930,1.127,127000,1.12653,126530,1.12697,126970
2019-02-14 13.00.00.000,1.12695,126950,1.12695,126950,1.12634,126340,1.12656,126560
2019-02-14 13.15.00.000,1.12655,126550,1.12682,126820,1.1261,126100,1.12674,126740
2019-02-14 13.30.00.000,1.12675,126750,1.1272,127200,1.12644,126440,1.12689,126890
2019-02-14 13.45.00.000,1.12712,127120,1.13097,130970,1.12712,127120,1.13073,130730
2019-02-14 14.00.00.000,1.13076,130760,1.13076,130760,1.12933,129330,1.13024,130240
2019-02-14 14.15.00.000,1.1302,130200,1.13045,130450,1.12885,128850,1.12955,129550
2019-02-14 14.30.00.000,1.12953,129530,1.13012,130120,1.12939,129390,1.12988,129880
2019-02-14 14.45.00.000,1.12985,129850,1.13048,130480,1.12939,129390,1.13002,130020
2019-02-14 15.00.00.000,1.12997,129970,1.13023,130230,1.12943,129430,1.12958,129580
2019-02-14 15.15.00.000,1.12959,129590,1.12964,129640,1.12841,128410,1.12884,128840
2019-02-14 15.30.00.000,1.12885,128850,1.1289,128900,1.12832,128320,1.1285,128500
2019-02-14 15.45.00.000,1.12848,128480,1.12848,128480,1.12689,126890,1.12731,127310
2019-02-14 16.00.00.000,1.12733,127330,1.12764,127640,1.12645,126450,1.12761,127610
2019-02-14 16.15.00.000,1.12762,127620,1.12778,127780,1.12706,127060,1.12737,127370
2019-02-14 16.30.00.000,1.12736,127360,1.12759,127590,1.12711,127110,1.1275,127500
2019-02-14 16.45.00.000,1.12751,127510,1.12797,127970,1.12742,127420,1.12791,127910
2019-02-14 17.00.00.000,1.12792,127920,1.12841,128410,1.12772,127720,1.12837,128370
2019-02-14 17.15.00.000,1.12835,128350,1.1288,128800,1.12806,128060,1.12852,128520
2019-02-14 17.30.00.000,1.12853,128530,1.12884,128840,1.12846,128460,1.12872,128720
2019-02-14 17.45.00.000,1.12874,128740,1.12931,129310,1.12874,128740,1.12899,128990
2019-02-14 18.00.00.000,1.129,129000,1.12981,129810,1.12899,128990,1.12966,129660
2019-02-14 18.15.00.000,1.12963,129630,1.12977,129770,1.1292,129200,1.12967,129670
2019-02-14 18.30.00.000,1.12965,129650,1.12972,129720,1.12935,129350,1.12951,129510
2019-02-14 18.45.00.000,1.12952,129520,1.12967,129670,1.12941,129410,1.12957,129570
2019-02-14 19.00.00.000,1.12958,129580,1.13003,130030,1.12951,129510,1.12994,129940
2019-02-14 19.15.00.000,1.12995,129950,1.13026,130260,1.12987,129870,1.13018,130180
2019-02-14 19.30.00.000,1.13016,130160,1.13026,130260,1.1297,129700,1.12979,129790
2019-02-14 19.45.00.000,1.12978,129780,1.13006,130060,1.12972,129720,1.13004,130040
2019-02-14 20.00.00.000,1.13005,130050,1.1302,130200,1.12989,129890,1.13007,130070
2019-02-14 20.15.00.000,1.13008,130080,1.1301,130100,1.12968,129680,1.12982,129820
2019-02-14 20.30.00.000,1.12983,129830,1.12997,129970,1.12975,129750,1.1298,129800
2019-02-14 20.45.00.000,1.12979,129790,1.12985,129850,1.12937,129370,1.12939,129390
2019-02-14 21.00.00.000,1.12937,129370,1.12943,129430,1.12913,129130,1.12915,129150
2019-02-14 21.15.00.000,1.12914,129140,1.12926,129260,1.12909,129090,1.12914,129140
2019-02-14 21.30.00.000,1.12915,129150,1.1292,129200,1.12908,129080,1.12916,129160
2019-02-14 21.45.00.000,1.12915,129150,1.12931,129310,1.12914,129140,1.12925,129250
2019-02-14 22.00.00.000,1.12924,129240,1.12948,129480,1.12924,129240,1.12944,129440
2019-02-14 22.15.00.000,1.1294,129400,1.1296,129600,1.1294,129400,1.12951,129510
2019-02-14 22.30.00.000,1.12949,129490,1.12957,129570,1.12944,129440,1.12955,129550
2019-02-14 22.45.00.000,1.12956,129560,1.12957,129570,1.12945,129450,1.12952,129520
2019-02-14 23.00.00.000,1.12953,129530,1.1296,129600,1.12931,129310,1.12942,129420
2019-02-14 23.15.00.000,1.12943,129430,1.12966,129660,1.12937,129370,1.12955,129550
2019-02-14 23.30.00.000,1.12958,129580,1.12965,129650,1.12947,129470,1.12961,129610
2019-02-14 23.45.00.000,1.12959,129590,1.12964,129640,1.12951,129510,1.12959,129590
2019-02-15 00.00.00.000,1.12961,129610,1.12963,129630,1.12938,129380,1.12945,129450
2019-02-15 00.15.00.000,1.12944,129440,1.12968,129680,1.12925,129250,1.12957,129570
2019-02-15 00.30.00.000,1.12955,129550,1.1296,129600,1.12931,129310,1.12933,129330
2019-02-15 00.45.00.000,1.12932,129320,1.12932,129320,1.12898,128980,1.12901,129010
2019-02-15 01.00.00.000,1.12898,128980,1.12937,129370,1.12898,128980,1.12925,129250
2019-02-15 01.15.00.000,1.12926,129260,1.12926,129260,1.12884,128840,1.12887,128870
2019-02-15 01.30.00.000,1.12889,128890,1.12903,129030,1.12861,128610,1.12892,128920
2019-02-15 01.45.00.000,1.12891,128910,1.12891,128910,1.12855,128550,1.12877,128770
2019-02-15 02.00.00.000,1.12878,128780,1.12894,128940,1.12866,128660,1.12871,128710
2019-02-15 02.15.00.000,1.12873,128730,1.12878,128780,1.12866,128660,1.12875,128750
2019-02-15 02.30.00.000,1.12874,128740,1.12888,128880,1.12862,128620,1.12867,128670
2019-02-15 02.45.00.000,1.12868,128680,1.12871,128710,1.12844,128440,1.12851,128510
2019-02-15 03.00.00.000,1.12854,128540,1.12883,128830,1.1285,128500,1.12881,128810
2019-02-15 03.15.00.000,1.1288,128800,1.12889,128890,1.12874,128740,1.12888,128880
2019-02-15 03.30.00.000,1.12887,128870,1.12891,128910,1.12882,128820,1.12887,128870
2019-02-15 03.45.00.000,1.12886,128860,1.12891,128910,1.12867,128670,1.12867,128670
2019-02-15 04.00.00.000,1.12865,128650,1.12869,128690,1.12857,128570,1.12863,128630
2019-02-15 04.15.00.000,1.12862,128620,1.12863,128630,1.12835,128350,1.12861,128610
2019-02-15 04.30.00.000,1.1286,128600,1.12865,128650,1.12856,128560,1.1286,128600
2019-02-15 04.45.00.000,1.12861,128610,1.12861,128610,1.12851,128510,1.12858,128580
2019-02-15 05.00.00.000,1.12859,128590,1.1287,128700,1.12855,128550,1.1287,128700
2019-02-15 05.15.00.000,1.12869,128690,1.12875,128750,1.12846,128460,1.12855,128550
2019-02-15 05.30.00.000,1.12856,128560,1.12861,128610,1.12846,128460,1.1286,128600
2019-02-15 05.45.00.000,1.12858,128580,1.12858,128580,1.12825,128250,1.12832,128320
2019-02-15 06.00.00.000,1.12833,128330,1.12851,128510,1.12831,128310,1.12848,128480
2019-02-15 06.15.00.000,1.12849,128490,1.12865,128650,1.12844,128440,1.12857,128570
2019-02-15 06.30.00.000,1.12854,128540,1.12867,128670,1.12848,128480,1.12861,128610
2019-02-15 06.45.00.000,1.1286,128600,1.12892,128920,1.12847,128470,1.12885,128850
2019-02-15 07.00.00.000,1.12884,128840,1.12895,128950,1.12867,128670,1.12891,128910
2019-02-15 07.15.00.000,1.1289,128900,1.12911,129110,1.12846,128460,1.12851,128510
2019-02-15 07.30.00.000,1.12852,128520,1.1287,128700,1.12797,127970,1.12827,128270
2019-02-15 07.45.00.000,1.12825,128250,1.12825,128250,1.12714,127140,1.12735,127350
2019-02-15 08.00.00.000,1.12733,127330,1.12797,127970,1.12726,127260,1.12792,127920
2019-02-15 08.15.00.000,1.12791,127910,1.12806,128060,1.12741,127410,1.12749,127490
2019-02-15 08.30.00.000,1.12746,127460,1.12767,127670,1.12682,126820,1.12727,127270
2019-02-15 08.45.00.000,1.12728,127280,1.12775,127750,1.12698,126980,1.12774,127740
2019-02-15 09.00.00.000,1.12773,127730,1.12773,127730,1.12733,127330,1.12762,127620
2019-02-15 09.15.00.000,1.12761,127610,1.12782,127820,1.12716,127160,1.12744,127440
2019-02-15 09.30.00.000,1.12742,127420,1.12789,127890,1.12737,127370,1.12773,127730
2019-02-15 09.45.00.000,1.12779,127790,1.1281,128100,1.12763,127630,1.12781,127810
2019-02-15 10.00.00.000,1.12779,127790,1.12838,128380,1.12777,127770,1.12831,128310
2019-02-15 10.15.00.000,1.12832,128320,1.12862,128620,1.12822,128220,1.12847,128470
2019-02-15 10.30.00.000,1.12842,128420,1.12847,128470,1.12771,127710,1.12792,127920
2019-02-15 10.45.00.000,1.12794,127940,1.12831,128310,1.12761,127610,1.12762,127620
2019-02-15 11.00.00.000,1.12761,127610,1.12793,127930,1.1274,127400,1.12742,127420
2019-02-15 11.15.00.000,1.12743,127430,1.12765,127650,1.12716,127160,1.12752,127520
2019-02-15 11.30.00.000,1.12754,127540,1.12768,127680,1.12726,127260,1.12736,127360
2019-02-15 11.45.00.000,1.12735,127350,1.12762,127620,1.12726,127260,1.12731,127310
2019-02-15 12.00.00.000,1.12732,127320,1.12773,127730,1.12719,127190,1.12727,127270
2019-02-15 12.15.00.000,1.12726,127260,1.12799,127990,1.12725,127250,1.12766,127660
2019-02-15 12.30.00.000,1.12767,127670,1.12792,127920,1.12684,126840,1.12715,127150
2019-02-15 12.45.00.000,1.12713,127130,1.12734,127340,1.12691,126910,1.12726,127260
2019-02-15 13.00.00.000,1.12723,127230,1.12723,127230,1.12582,125820,1.12626,126260
2019-02-15 13.15.00.000,1.12628,126280,1.12638,126380,1.12577,125770,1.12602,126020
2019-02-15 13.30.00.000,1.12603,126030,1.12612,126120,1.12393,123930,1.12429,124290
2019-02-15 13.45.00.000,1.1243,124300,1.12592,125920,1.12339,123390,1.12506,125060
2019-02-15 14.00.00.000,1.12509,125090,1.12567,125670,1.12451,124510,1.12526,125260
2019-02-15 14.15.00.000,1.12527,125270,1.12652,126520,1.12516,125160,1.12629,126290
2019-02-15 14.30.00.000,1.1263,126300,1.12852,128520,1.1263,126300,1.12809,128090
2019-02-15 14.45.00.000,1.12808,128080,1.12839,128390,1.12725,127250,1.12785,127850
2019-02-15 15.00.00.000,1.1279,127900,1.1279,127900,1.12669,126690,1.12688,126880
2019-02-15 15.15.00.000,1.12687,126870,1.12762,127620,1.12664,126640,1.12714,127140
2019-02-15 15.30.00.000,1.12715,127150,1.12716,127160,1.12576,125760,1.12649,126490
2019-02-15 15.45.00.000,1.12651,126510,1.12685,126850,1.12626,126260,1.12677,126770
2019-02-15 16.00.00.000,1.12673,126730,1.12684,126840,1.1262,126200,1.12631,126310
2019-02-15 16.15.00.000,1.12634,126340,1.1271,127100,1.12607,126070,1.12683,126830
2019-02-15 16.30.00.000,1.12682,126820,1.12748,127480,1.12658,126580,1.12742,127420
2019-02-15 16.45.00.000,1.12741,127410,1.12742,127420,1.12656,126560,1.12684,126840
2019-02-15 17.00.00.000,1.12685,126850,1.12702,127020,1.12675,126750,1.12679,126790
2019-02-15 17.15.00.000,1.12678,126780,1.12712,127120,1.12666,126660,1.12711,127110
2019-02-15 17.30.00.000,1.12712,127120,1.1277,127700,1.1271,127100,1.12745,127450
2019-02-15 17.45.00.000,1.12746,127460,1.12758,127580,1.12709,127090,1.12715,127150
2019-02-15 18.00.00.000,1.12714,127140,1.12748,127480,1.12714,127140,1.1273,127300
2019-02-15 18.15.00.000,1.12729,127290,1.12807,128070,1.12719,127190,1.12807,128070
2019-02-15 18.30.00.000,1.12806,128060,1.12848,128480,1.12805,128050,1.1284,128400
2019-02-15 18.45.00.000,1.12841,128410,1.12944,129440,1.12839,128390,1.12944,129440
2019-02-15 19.00.00.000,1.12943,129430,1.1306,130600,1.12935,129350,1.12998,129980
2019-02-15 19.15.00.000,1.12997,129970,1.13031,130310,1.12968,129680,1.13004,130040
2019-02-15 19.30.00.000,1.13,130000,1.13014,130140,1.12974,129740,1.1299,129900
2019-02-15 19.45.00.000,1.12989,129890,1.13003,130030,1.12964,129640,1.12965,129650
2019-02-15 20.00.00.000,1.12966,129660,1.12972,129720,1.1294,129400,1.12949,129490
2019-02-15 20.15.00.000,1.1295,129500,1.12996,129960,1.12946,129460,1.12985,129850
2019-02-15 20.30.00.000,1.12984,129840,1.12995,129950,1.12976,129760,1.12984,129840
2019-02-15 20.45.00.000,1.12983,129830,1.12984,129840,1.12964,129640,1.12983,129830
2019-02-15 21.00.00.000,1.12984,129840,1.13007,130070,1.1298,129800,1.12989,129890
2019-02-15 21.15.00.000,1.1299,129900,1.12995,129950,1.12917,129170,1.12918,129180
2019-02-15 21.30.00.000,1.12919,129190,1.1293,129300,1.12916,129160,1.12928,129280
2019-02-15 21.45.00.000,1.12927,129270,1.12928,129280,1.12913,129130,1.12918,129180
2019-02-17 22.00.00.000,1.12917,129170,1.12924,129240,1.12896,128960,1.12911,129110
2019-02-17 22.15.00.000,1.12924,129240,1.12937,129370,1.12924,129240,1.12925,129250
2019-02-17 22.30.00.000,1.12924,129240,1.12925,129250,1.12896,128960,1.12899,128990
2019-02-17 22.45.00.000,1.129,129000,1.12903,129030,1.12889,128890,1.12898,128980
2019-02-17 23.00.00.000,1.12899,128990,1.12929,129290,1.12896,128960,1.12898,128980
2019-02-17 23.15.00.000,1.129,129000,1.12925,129250,1.12894,128940,1.12895,128950
2019-02-17 23.30.00.000,1.12893,128930,1.12924,129240,1.12893,128930,1.12919,129190
2019-02-17 23.45.00.000,1.12915,129150,1.12939,129390,1.12914,129140,1.12938,129380
2019-02-18 00.00.00.000,1.12939,129390,1.12958,129580,1.12923,129230,1.12948,129480
2019-02-18 00.15.00.000,1.12947,129470,1.12969,129690,1.12936,129360,1.12963,129630
2019-02-18 00.30.00.000,1.12964,129640,1.13018,130180,1.12959,129590,1.13015,130150
2019-02-18 00.45.00.000,1.13014,130140,1.13039,130390,1.1301,130100,1.13029,130290
2019-02-18 01.00.00.000,1.13028,130280,1.13049,130490,1.13026,130260,1.13029,130290
2019-02-18 01.15.00.000,1.13028,130280,1.13088,130880,1.13027,130270,1.13076,130760
2019-02-18 01.30.00.000,1.13078,130780,1.13084,130840,1.13058,130580,1.13067,130670
2019-02-18 01.45.00.000,1.13066,130660,1.13091,130910,1.13047,130470,1.13081,130810
2019-02-18 02.00.00.000,1.1308,130800,1.13114,131140,1.13067,130670,1.13095,130950
2019-02-18 02.15.00.000,1.13094,130940,1.13203,132030,1.13092,130920,1.13171,131710
2019-02-18 02.30.00.000,1.13173,131730,1.13173,131730,1.13147,131470,1.1317,131700
2019-02-18 02.45.00.000,1.13174,131740,1.1322,132200,1.13169,131690,1.1322,132200
2019-02-18 03.00.00.000,1.13218,132180,1.1325,132500,1.13172,131720,1.13175,131750
2019-02-18 03.15.00.000,1.13174,131740,1.13198,131980,1.13161,131610,1.13185,131850
2019-02-18 03.30.00.000,1.13184,131840,1.13211,132110,1.13176,131760,1.13191,131910
2019-02-18 03.45.00.000,1.1319,131900,1.13215,132150,1.13175,131750,1.13184,131840
2019-02-18 04.00.00.000,1.13182,131820,1.13198,131980,1.13168,131680,1.13171,131710
2019-02-18 04.15.00.000,1.13174,131740,1.13182,131820,1.13156,131560,1.13157,131570
2019-02-18 04.30.00.000,1.13158,131580,1.13169,131690,1.13156,131560,1.13162,131620
2019-02-18 04.45.00.000,1.13154,131540,1.13158,131580,1.13138,131380,1.13142,131420
